L1,L2,L3,L4,Counterion,Abbreviation_in_the_article,Charge,"λlum,nm",QY,"t, μs",solvent,"λabs,nm (most right)",eps,DOI,notes,примечания
C1(C2=CC=C(CC(C3=CC=CC=C3)C4=CC=CC=C4)C=[C-]2)=NC=CC=C1,C1(C2=CC=C(CC(C3=CC=CC=C3)C4=CC=CC=C4)C=[C-]2)=NC=CC=C1,C1(C2=CC=CC=N2)=NN(C3=CC=CC=C3)C=C1,,F[P-](F)(F)(F)(F)F,2,1,511,"0,04","0,29",CH3CN,410,3900,10.1039/D1NJ02375F,,
C1(C2=CC3=C(N4C5=CC=CC=C35)C(C6=C4C=CC=C6)=[C-]2)=NC=CC=C1,C1(C2=CC3=C(N4C5=CC=CC=C35)C(C6=C4C=CC=C6)=[C-]2)=NC=CC=C1,O=C(/C=C([O-])/C(C)(C)C)C(C)(C)C,,,(pyidcz)2Ir(tmd),0,499,"0,76","0,39",CH2Cl2,407,,10.1039/d1tc01449h,,
FC(C1=CC(C2=CC3=C(N4C5=CC=CC=C35)C(C6=C4C=CC=C6)=[C-]2)=NC=C1)(F)F,FC(C1=CC(C2=CC3=C(N4C5=CC=CC=C35)C(C6=C4C=CC=C6)=[C-]2)=NC=C1)(F)F,O=C(/C=C([O-])/C(C)(C)C)C(C)(C)C,,,(tfpyidcz)2Ir(tmd),0,554,"0,9","0,64",CH2Cl2,403,,10.1039/d1tc01449h,,
FC(C=[C-]1)=CC=C1C2=NC=CC=C2,FC(C=[C-]1)=CC=C1C2=NC=CC=C2,CC(C)N(C(C)C)/C([N-]C(C)C)=N\C(C)C,,,fppg,0,545,"0,72","0,38",CH2Cl2,,,10.1039/d1tc01498f,,
FC(C(C=[C-]1)=CC=C1C2=NC=CC=C2)(F)F,FC(C(C=[C-]1)=CC=C1C2=NC=CC=C2)(F)F,CC(C)N(C(C)C)/C([N-]C(C)C)=N\C(C)C,,,tfppg,0,581,"0,68","0,66",CH2Cl2,,,10.1039/d1tc01498f,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(C)N(C(C)C)/C([N-]C(C)C)=N\C(C)C,,,ppg,0,557,,,CH2Cl2,,,10.1039/d1tc01498f,,
C1(C=CC=C2)=C2[C-]=C(C3=NC=CC4=C3C=CC=C4)S1,Fc1c[c-]c(-c2ccccn2)c(F)c1,CC(=O)/C=C(/C)[O-],,,1,0,703,"0,18","0,3",CH2Cl2,508,,10.1002/adom.202100117,,
C1(C=CC=C2)=C2[C-]=C(C3=NC=CC4=C3C=CC=C4)S1,[c-]1ccccc1-c1ccccn1,CC(=O)/C=C(/C)[O-],,,2,0,715,"0,26","0,42",CH2Cl2,525,,10.1002/adom.202100117,,
C1(C=CC=C2)=C2[C-]=C(C3=NC=CC4=C3C=CC=C4)S1,C1(C2=CC=CC=C2)=NC3=C(C=CC=C3)N=C1C4=CC=CC=[C-]4,CC(=O)/C=C(/C)[O-],,,3,0,707,"0,28","0,45",CH2Cl2,603,,10.1002/adom.202100117,,
COC1=C(OC)C=C(C(C2=CC=CC=[C-]2)=NC=N3)C3=C1,COC1=C(OC)C=C(C(C2=CC=CC=[C-]2)=NC=N3)C3=C1,CC(=O)/C=C(/C)[O-],,,1,0,627,"0,35","0,79",CH2Cl2,,,10.1039/d1nj01795k,lifetime measured in toluene,lifetime measured in toluene
CC(C)(C)C(C=[C-]1)=CC=C1C2=NC=NC3=CC(OC)=C(OC)C=C32,CC(C)(C)C(C=[C-]1)=CC=C1C2=NC=NC3=CC(OC)=C(OC)C=C32,CC(=O)/C=C(/C)[O-],,,2,0,625,"0,38","0,64",CH2Cl2,,,10.1039/d1nj01795k,lifetime measured in toluene,lifetime measured in toluene
FC(C1=NN=C(C2=CC=CC=[C-]2)N1C3=CC=CC=C3)(F)F,FC(C1=NN=C(C2=CC=CC=[C-]2)N1C3=CC=CC=C3)(F)F,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,1,1,521,"0,43","1,31",CH3CN,428,1000,10.1039/d1dt01320c,,
FC(C1=NN=C(C2=CC=CC=[C-]2)N1C3=CC=CC=C3)(F)F,FC(C1=NN=C(C2=CC=CC=[C-]2)N1C3=CC=CC=C3)(F)F,CC1=CC(C2=CC(C)=CC=N2)=NC=C1,,F[P-](F)(F)(F)(F)F,2,1,508,"0,48","1,24",CH3CN,427,800,10.1039/d1dt01320c,,
FC(C1=NN=C(C2=CC=CC=[C-]2)N1C3=CC=CC=C3)(F)F,FC(C1=NN=C(C2=CC=CC=[C-]2)N1C3=CC=CC=C3)(F)F,C1(C2=CC=CC=N2)=NC=CN1C3=CC=CC=C3,,F[P-](F)(F)(F)(F)F,3,1,498,"0,37","1,48",CH3CN,388,3700,10.1039/d1dt01320c,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccnc(-c2cc(/C=N/O)ccn2)c1,,,Ir-OXIME,,673,,,CHCl3,,,10.1016/j.dyepig.2020.108279,,
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Cc1ccnc(-c2cc(C#N)ccn2)c1,,,Ir–CN,,688,"1,79",,CHCl3,,,10.1016/j.dyepig.2020.108279,,
CC(C)CCn1c(-c2[c-]cccc2)nc2cc3ccccc3cc21,CC(C)CCn1c(-c2[c-]cccc2)nc2cc3ccccc3cc21,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,1,1,562,"0,17","1,21",CH2Cl2,,,10.1016/j.dyepig.2022.110939,,
CC(C)CCn1c(-c2[c-]cccc2)nc2cc3ccccc3cc21,CC(C)CCn1c(-c2[c-]cccc2)nc2cc3ccccc3cc21,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,2,1,562,"0,17","1,75",CH2Cl2,,,10.1016/j.dyepig.2022.110939,,
CC(C)CCn1c(-c2[c-]cccc2)nc2cc3ccccc3cc21,CC(C)CCn1c(-c2[c-]cccc2)nc2cc3ccccc3cc21,c1cnc2c(c1)ccc1cccnc12,,F[P-](F)(F)(F)(F)F,3,1,563,"0,1","1,16",CH2Cl2,,,10.1016/j.dyepig.2022.110939,,
COc1cc[c-]c(-c2cc(C(F)(F)F)ccn2)c1,COc1cc[c-]c(-c2cc(C(F)(F)F)ccn2)c1,CC(=O)/C=C(/C)[O-],,,Ir1a,0,634,"0,38","0,17",CH2Cl2,,,10.1021/acs.inorgchem.2c03597,,
COc1cc[c-]c(-c2cc(C(F)(F)F)ccn2)c1,COc1[c-]c(-c2cc(C(F)(F)F)ccn2)ccc1,CC(=O)/C=C(/C)[O-],,,Ir1b,0,609,"0,3","0,16",CH2Cl2,,,10.1021/acs.inorgchem.2c03597,,
COc1[c-]c(-c2cc(C(F)(F)F)ccn2)ccc1,COc1[c-]c(-c2cc(C(F)(F)F)ccn2)ccc1,CC(=O)/C=C(/C)[O-],,,Ir1c,0,580,"0,27","0,2",CH2Cl2,,,10.1021/acs.inorgchem.2c03597,,
COc1cc[c-]c(-c2ccc(C(F)(F)F)cn2)c1,COc1cc[c-]c(-c2ccc(C(F)(F)F)cn2)c1,CC(=O)/C=C(/C)[O-],,,Ir2a,0,622,"0,3","0,3",CH2Cl2,,,10.1021/acs.inorgchem.2c03597,,
COc1cc[c-]c(-c2ccc(C(F)(F)F)cn2)c1,COc1[c-]c(-c2ccc(C(F)(F)F)cn2)ccc1,CC(=O)/C=C(/C)[O-],,,Ir2b,0,598,"0,21","0,21",CH2Cl2,,,10.1021/acs.inorgchem.2c03597,,
COc1[c-]c(-c2ccc(C(F)(F)F)cn2)ccc1,COc1[c-]c(-c2ccc(C(F)(F)F)cn2)ccc1,CC(=O)/C=C(/C)[O-],,,Ir2c,0,567,"0,15","0,15",CH2Cl2,,,10.1021/acs.inorgchem.2c03597,,
[c-]1ccc2ccc3cccc4c5nc6cc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)c(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)cc6nc5c1c2c34,[c-]1ccc2ccc3cccc4c5nc6cc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)c(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)cc6nc5c1c2c34,CC(=O)/C=C(/C)[O-],,,TPAIr,0,774,"0,15","0,41",CH2Cl2,,,10.1016/j.cej.2022.138956,,
CCCCCCc1ccc(-c2cc3nc4c5[c-]ccc6ccc7cccc(c4nc3cc2-c2ccc(CCCCCC)s2)c7c65)s1,CCCCCCc1ccc(-c2cc3nc4c5[c-]ccc6ccc7cccc(c4nc3cc2-c2ccc(CCCCCC)s2)c7c65)s1,CC(=O)/C=C(/C)[O-],,,HTIr,0,788,"0,09","0,37",CH2Cl2,,,10.1016/j.cej.2022.138956,,
[c-]1ccc2ccc3cccc4c5nc6cc(-c7ccc(N(c8ccccc8)c8ccccc8)s7)c(-c7ccc(N(c8ccccc8)c8ccccc8)s7)cc6nc5c1c2c34,[c-]1ccc2ccc3cccc4c5nc6cc(-c7ccc(N(c8ccccc8)c8ccccc8)s7)c(-c7ccc(N(c8ccccc8)c8ccccc8)s7)cc6nc5c1c2c34,CC(=O)/C=C(/C)[O-],,,DPTAIr,0,798,"0,11","0,32",CH2Cl2,,,10.1016/j.cej.2022.138956,,
CC(C)(C)c1ccc(N(c2ccc(-c3c[c-]c4c(c3)c3cc(-c5ccc(N(c6ccc(C(C)(C)C)cc6)c6ccc(C(C)(C)C)cc6)cc5)ccc3c3nc5cc6ccccc6cc5nc43)cc2)c2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)c1ccc(N(c2ccc(-c3c[c-]c4c(c3)c3cc(-c5ccc(N(c6ccc(C(C)(C)C)cc6)c6ccc(C(C)(C)C)cc6)cc5)ccc3c3nc5cc6ccccc6cc5nc43)cc2)c2ccc(C(C)(C)C)cc2)cc1,CC(=O)/C=C(/C)[O-],,,tBuTPA-TPz2Iracac,0,860,"0,1","0,2",CH2Cl2,,,10.1016/j.dyepig.2022.110733,,
[c-]1c(-c2ccc3ccccc3n2)sc2ccccc12,[c-]1c(-c2ccc3ccccc3n2)sc2ccccc12,C/C([O-])=C/C(C)=N/c1ccccc1,,,btq-acNac,0,673,"0,052","2,7",THF,571,7000,10.1021/acsorginorgau.1c00044,,"rel to H2TPP 0,11"
[c-]1c(-c2ccc3ccccc3n2)sc2ccccc12,[c-]1c(-c2ccc3ccccc3n2)sc2ccccc12,CC(C)N(C(=S)[S-])C(C)C,,,btq-dipdtc,0,661,"0,012","1,4",THF,556,3500,10.1021/acsorginorgau.1c00044,,"rel to H2TPP 0,11"
[c-]1c(-c2nccc3ccccc23)sc2ccccc12,[c-]1c(-c2nccc3ccccc23)sc2ccccc12,CC(C)/N=C(/[N-]C(C)C)c1ccccc1,,,btiq-dipba,0,720,"0,14","1,2",THF,588,4000,10.1021/acsorginorgau.1c00044,,"rel to H2TPP 0,11"
[c-]1c(-c2nc3ccccc3c3ccccc23)sc2ccccc12,[c-]1c(-c2nc3ccccc3c3ccccc23)sc2ccccc12,C/C([O-])=C/C(C)=N/c1ccccc1,,,btph-acNac,0,722,"0,28","1,6",THF,572,7000,10.1021/acsorginorgau.1c00044,,"rel to H2TPP 0,11"
[c-]1c(-c2nc3ccccc3c3ccccc23)sc2ccccc12,[c-]1c(-c2nc3ccccc3c3ccccc23)sc2ccccc12,C/C(=C/C(C)=N/c1ccccc1)[N-]c1ccccc1,,,btph-NacNac,0,733,"0,078","0,69",THF,532,12000,10.1021/acsorginorgau.1c00044,,"rel to H2TPP 0,11"
[c-]1c(-c2nc3ccccc3c3ccccc23)sc2ccccc12,[c-]1c(-c2nc3ccccc3c3ccccc23)sc2ccccc12,CC(C)/N=C(/[N-]C(C)C)c1ccccc1,,,btph-dipba,0,713,"0,25","2,3",THF,585,15000,10.1021/acsorginorgau.1c00044,,"rel to H2TPP 0,11"
[c-]1c(-c2nc3ccccc3c3ccccc23)sc2ccccc12,[c-]1c(-c2nc3ccccc3c3ccccc23)sc2ccccc12,C1CN=C2[N-]CCCN2C1,,,btph-hpp,0,716,"0,14","1,4",THF,585,3000,10.1021/acsorginorgau.1c00044,,"rel to H2TPP 0,11"
[c-]1ccccc1-c1nccc2ccccc12,[c-]1ccccc1-c1nccc2ccccc12,c1ccc2c(c1)ccc1nc3c(ccc4nccnc43)nc12,,F[P-](F)(F)(F)(F)F,Ir-1,1,776,"0,001","0,41",CH3CN,,,10.1021/acs.inorgchem.1c03727,,
CC1(C)c2ccccc2-c2c[c-]c(-c3nccc4ccccc34)cc21,CC1(C)c2ccccc2-c2c[c-]c(-c3nccc4ccccc34)cc21,c1ccc2c(c1)ccc1nc3c(ccc4nccnc43)nc12,,F[P-](F)(F)(F)(F)F,Ir-2,1,667,"0,002","1,3",CH3CN,,,10.1021/acs.inorgchem.1c03727,,
CC(C)CCn1c(-c2[c-]cc(F)cc2)nc2ccccc21,CC(C)CCn1c(-c2[c-]cc(F)cc2)nc2ccccc21,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,1,531,"0,123",,CH2Cl2,,,10.1016/j.molliq.2021.118446,,
CC(C)CCN1C(C2=[C-]C=CS2)=NC3=C1C=CC=C3,CC(C)CCN1C(C2=[C-]C=CS2)=NC3=C1C=CC=C3,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,2,1,572,"0,066",,CH2Cl2,,,10.1016/j.molliq.2021.118446,,
CC(C)CCn1c(-c2[c-]cc(F)cc2)nc2ccccc21,CC(C)CCn1c(-c2[c-]cc(F)cc2)nc2ccccc21,C1(C2=C3N=C(C4=CC=CS4)C(C5=CC=CS5)=N2)=CC=CN=C1C6=C3C=CC=N6,,F[P-](F)(F)(F)(F)F,3,1,563,"0,125",,CH2Cl2,,,10.1016/j.molliq.2021.118446,,
CC(C)CCN1C(C2=[C-]C=CS2)=NC3=C1C=CC=C3,CC(C)CCN1C(C2=[C-]C=CS2)=NC3=C1C=CC=C3,C1(C2=C3N=C(C4=CC=CS4)C(C5=CC=CS5)=N2)=CC=CN=C1C6=C3C=CC=N6,,F[P-](F)(F)(F)(F)F,4,1,608,"0,068",,CH2Cl2,,,10.1016/j.molliq.2021.118446,,
COc1cc[c-]c(-c2nc3ccccc3n2-c2ccccc2)c1,COc1cc[c-]c(-c2nc3ccccc3n2-c2ccccc2)c1,c1ccc(-c2nc3ccccc3[n-]2)nc1,,,4,0,536,"0,76","1,44",CH2Cl2,,,10.1021/acs.inorgchem.1c03897,,
CC(C)n1c(-c2[c-]cccc2)nc2ccccc21,CC(C)n1c(-c2[c-]cccc2)nc2ccccc21,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,IrL1,1,566,"0,32","1,03",CH2Cl2,,,10.1021/acs.inorgchem.1c02968,,
CC(C)n1c(-c2[c-]cccc2)nc2cc(Cl)c(Cl)cc21,CC(C)n1c(-c2[c-]cccc2)nc2cc(Cl)c(Cl)cc21,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,IrL2,1,557,"0,46","1,32",CH2Cl2,,,10.1021/acs.inorgchem.1c02968,,
CC(C)n1c(-c2[c-]cccc2)nc2cc(C(F)(F)F)ccc21,CC(C)n1c(-c2[c-]cccc2)nc2cc(C(F)(F)F)ccc21,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,IrL3,1,554,"0,53","1,24",CH2Cl2,,,10.1021/acs.inorgchem.1c02968,,
COc1ccc2nc(-c3[c-]cccc3)n(C(C)C)c2c1,COc1ccc2nc(-c3[c-]cccc3)n(C(C)C)c2c1,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,IrL4,1,586,"0,34","0,05",CH2Cl2,,,10.1021/acs.inorgchem.1c02968,,
CC(C)n1c(-c2[c-]cc(C(F)(F)F)cc2)nc2ccccc21,CC(C)n1c(-c2[c-]cc(C(F)(F)F)cc2)nc2ccccc21,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,IrL5,1,530,"0,65","1,59",CH2Cl2,,,10.1021/acs.inorgchem.1c02968,,
COc1c[c-]c(-c2nc3ccccc3n2C(C)C)cc1,COc1c[c-]c(-c2nc3ccccc3n2C(C)C)cc1,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,IrL6,1,570,"0,4","1,16",CH2Cl2,,,10.1021/acs.inorgchem.1c02968,,
CC(C)n1c(-c2[c-]cc(C(F)(F)F)cc2)nc2cc(C(F)(F)F)ccc21,CC(C)n1c(-c2[c-]cc(C(F)(F)F)cc2)nc2cc(C(F)(F)F)ccc21,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,IrL7,1,493,"0,54","2,4",CH2Cl2,,,10.1021/acs.inorgchem.1c02968,,
COc1c[c-]c(-c2nc3ccc(OC)cc3n2C(C)C)cc1,COc1c[c-]c(-c2nc3ccc(OC)cc3n2C(C)C)cc1,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,IrL8,1,585,"0,13","0,57",CH2Cl2,,,10.1021/acs.inorgchem.1c02968,,
COc1c[c-]c(-c2nc3cc(C(F)(F)F)ccc3n2C(C)C)cc1,COc1c[c-]c(-c2nc3cc(C(F)(F)F)ccc3n2C(C)C)cc1,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,IrL9,1,530,"0,62","1,4",CH2Cl2,,,10.1021/acs.inorgchem.1c02968,,
COc1ccc2nc(-c3[c-]cc(C(F)(F)F)cc3)n(C(C)C)c2c1,COc1ccc2nc(-c3[c-]cc(C(F)(F)F)cc3)n(C(C)C)c2c1,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,IrL10,1,555,"0,36","4,23",CH2Cl2,,,10.1021/acs.inorgchem.1c02968,,
FC(F)(F)c1ccc[c-]c1-c1nccc2ccccc12,FC(F)(F)c1ccc[c-]c1-c1nccc2ccccc12,CC(C)/N=C(/[N-]C(C)C)c1ccccc1,,,otfpqba,0,684,"0,05","0,26",CH2Cl2,,,10.3390/molecules27010286,,
FC(F)(F)c1cc[c-]c(-c2nccc3ccccc23)c1,FC(F)(F)c1cc[c-]c(-c2nccc3ccccc23)c1,CC(C)/N=C(/[N-]C(C)C)c1ccccc1,,,mtfpqba,0,663,"0,12","0,56",CH2Cl2,,,10.3390/molecules27010286,,
FC(F)(F)c1c[c-]c(-c2nccc3ccccc23)cc1,FC(F)(F)c1c[c-]c(-c2nccc3ccccc23)cc1,CC(C)/N=C(/[N-]C(C)C)c1ccccc1,,,ptfpqba,0,679,"0,11","0,33",CH2Cl2,,,10.3390/molecules27010286,,
FC(F)(F)c1ccc[c-]c1-c1nccc2ccccc12,FC(F)(F)c1ccc[c-]c1-c1nccc2ccccc12,CC(C)/N=C(/[N-]C(C)C)N(C(C)C)C(C)C,,,otfpqpg,0,697,"0,04","0,13",CH2Cl2,,,10.3390/molecules27010286,,
FC(F)(F)c1cc[c-]c(-c2nccc3ccccc23)c1,FC(F)(F)c1cc[c-]c(-c2nccc3ccccc23)c1,CC(C)/N=C(/[N-]C(C)C)N(C(C)C)C(C)C,,,mtfpqpg,0,676,"0,1","0,28",CH2Cl2,,,10.3390/molecules27010286,,
FC(F)(F)c1c[c-]c(-c2nccc3ccccc23)cc1,FC(F)(F)c1c[c-]c(-c2nccc3ccccc23)cc1,CC(C)/N=C(/[N-]C(C)C)N(C(C)C)C(C)C,,,ptfpqpg,0,692,"0,06","0,16",CH2Cl2,,,10.3390/molecules27010286,,
FC(F)(F)c1ccc[c-]c1-c1nc2ccccc2s1,FC(F)(F)c1ccc[c-]c1-c1nc2ccccc2s1,CC(=O)/C=C(/C)[O-],,,obt,0,578,"0,32","0,9",CH2Cl2,,,10.1016/j.jorganchem.2021.122157,,
FC(F)(F)c1cc[c-]c(-c2nc3ccccc3s2)c1,FC(F)(F)c1cc[c-]c(-c2nc3ccccc3s2)c1,CC(=O)/C=C(/C)[O-],,,mbt,0,552,"0,88","0,95",CH2Cl2,,,10.1016/j.jorganchem.2021.122157,,
FC(F)(F)c1c[c-]c(-c2nc3ccccc3s2)cc1,FC(F)(F)c1c[c-]c(-c2nc3ccccc3s2)cc1,CC(=O)/C=C(/C)[O-],,,pbt,0,570,"0,55",1,CH2Cl2,,,10.1016/j.jorganchem.2021.122157,,
FC(F)(F)c1ccc[c-]c1-c1nc2ccccc2n1-c1ccccc1,FC(F)(F)c1ccc[c-]c1-c1nc2ccccc2n1-c1ccccc1,CC(=O)/C=C(/C)[O-],,,obm,0,554,"0,31","1,22",CH2Cl2,,,10.1016/j.jorganchem.2021.122157,,
FC(F)(F)c1cc[c-]c(-c2nc3ccccc3n2-c2ccccc2)c1,FC(F)(F)c1cc[c-]c(-c2nc3ccccc3n2-c2ccccc2)c1,CC(=O)/C=C(/C)[O-],,,mbm,0,510,"0,4","1,35",CH2Cl2,,,10.1016/j.jorganchem.2021.122157,,
FC(F)(F)c1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc1,FC(F)(F)c1c[c-]c(-c2nc3ccccc3n2-c2ccccc2)cc1,CC(=O)/C=C(/C)[O-],,,pbm,0,530,"0,57","1,27",CH2Cl2,,,10.1016/j.jorganchem.2021.122157,,
[c-]1ccccc1-c1nc2ccccc2c2ccccc12,[c-]1ccccc1-c1nc2ccccc2c2ccccc12,C/C([O-])=C/C(C)=N/c1ccccc1,,,1,0,694,"0,27","0,95",toluene,,,10.1039/D2QI02058K,,
[c-]1ccccc1-c1nc2ccccc2c2ccccc12,[c-]1ccccc1-c1nc2ccccc2c2ccccc12,C/C(=C/C(C)=N/c1ccccc1)[N-]c1ccccc1,,,2,0,736,"0,08","0,21",toluene,,,10.1039/D2QI02058K,,
[c-]1ccccc1-c1nc2ccccc2c2ccccc12,[c-]1ccccc1-c1nc2ccccc2c2ccccc12,C/C([O-])=C/C(C)=N/C1CCCCC1,,,3,0,723,"0,095","0,38",toluene,,,10.1039/D2QI02058K,,
N#Cc1cnc(-c2[c-]cccc2)c2ccccc12,N#Cc1cnc(-c2[c-]cccc2)c2ccccc12,C/C([O-])=C/C(C)=N/c1ccccc1,,,4,0,709,"0,53","0,53",toluene,,,10.1039/D2QI02058K,,
N#Cc1cnc(-c2[c-]cccc2)c2ccccc12,N#Cc1cnc(-c2[c-]cccc2)c2ccccc12,C/C(=C/C(C)=N/c1c(C)cccc1C)[N-]c1c(C)cccc1C,,,5,0,682,"0,6","0,6",toluene,,,10.1039/D2QI02058K,,
N#Cc1cnc(-c2[c-]cccc2)c2ccccc12,N#Cc1cnc(-c2[c-]cccc2)c2ccccc12,Cc1cc(C)c(/C(=N\C(C)C)[N-]C(C)C)c(C)c1,,,6,0,749,"0,22","0,22",toluene,,,10.1039/D2QI02058K,,
[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,[c-]1cccc2c1c1nc3ccccc3nc1c1ccccc21,CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C,,,(DBPz)2Ir(dpm),0,729,"0,2","0,56",CH2Cl2,,,10.1039/D2TC00698G,,
CC(C)(C)c1ccc(N(c2ccc(-c3c[c-]c4c(c3)c3cc(-c5ccc(N(c6ccc(C(C)(C)C)cc6)c6ccc(C(C)(C)C)cc6)cc5)ccc3c3nc5ccccc5nc43)cc2)c2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)c1ccc(N(c2ccc(-c3c[c-]c4c(c3)c3cc(-c5ccc(N(c6ccc(C(C)(C)C)cc6)c6ccc(C(C)(C)C)cc6)cc5)ccc3c3nc5ccccc5nc43)cc2)c2ccc(C(C)(C)C)cc2)cc1,CC(=O)/C=C(/C)[O-],,,(tBuTPA–DBPz)2Ir(acac),0,735,"0,29","0,27",CH2Cl2,,,10.1039/D2TC00698G,,
[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc(-c2nc3ccccc3[n-]2)nc1,,,Ir(pq)2pbi,0,565,"0,98","1,42",CH2Cl2,,,10.1039/D2TC02249D,,
[c-]1ccccc1-c1nccc2ccccc12,[c-]1ccccc1-c1nccc2ccccc12,c1ccc(-c2nc3ccccc3[n-]2)nc1,,,Ir(piq)2pbi,0,594,"0,47","1,63",CH2Cl2,,,10.1039/D2TC02249D,,
[c-]1c(-c2nccc3ccccc23)sc2ccsc12,[c-]1c(-c2nccc3ccccc23)sc2ccsc12,CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C,,,[Ir(ttiq)2tmd],0,690,"0,15","0,66",CH2Cl2,,,10.1002/adpr.202100121,,
[c-]1c(-c2cnc3ccccc3n2)sc2ccccc12,[c-]1c(-c2cnc3ccccc3n2)sc2ccccc12,O=C(/C=C(\[O-])c1ccc(Br)cc1)c1ccc(Br)cc1,,,4,0,764,"0,016","0,257",CH2Cl2,,,10.3390/cryst11091038,,
[c-]1c(-c2nc3ccccc3c3ccccc23)sc2ccccc12,[c-]1c(-c2nc3ccccc3c3ccccc23)sc2ccccc12,O=C(/C=C(\[O-])C(F)(F)F)c1cccs1,,,3a,0,716,"0,203","1,64",DCE,,,10.1002/ejic.202100189,,
[c-]1c(-c2nc3ccccc3c3ccccc23)sc2ccccc12,[c-]1c(-c2nc3ccccc3c3ccccc23)sc2ccccc12,O=C(/C=C(\[O-])c1cc(-c2ccccc2)nc2ccccc12)c1cccs1,,,3b,0,719,"0,246","1,72",DCE,,,10.1002/ejic.202100189,,
COC(=O)c1cc(-c2[c-]cccc2)nc2ccccc12,COC(=O)c1cc(-c2[c-]cccc2)nc2ccccc12,O=C(/C=C(\[O-])C(F)(F)F)c1cccs1,,,4a,0,696,"0,06","0,208",DCE,,,10.1002/ejic.202100189,,
COC(=O)c1cc(-c2[c-]cccc2)nc2ccccc12,COC(=O)c1cc(-c2[c-]cccc2)nc2ccccc12,O=C(/C=C(\[O-])c1cc(-c2ccccc2)nc2ccccc12)c1cccs1,,,4b,0,716,"0,024","0,125",DCE,,,10.1002/ejic.202100189,,
COC(=O)c1cc(-c2[c-]cccc2)nc2ccccc12,COC(=O)c1cc(-c2[c-]cccc2)nc2ccccc12,O=C(/C=C(\[O-])C(F)(F)F)C(F)(F)F,,,4c,0,650,"0,001",,DCE,,,10.1002/ejic.202100189,,
COC(=O)c1cc(-c2[c-]cccc2)nc2ccccc12,COC(=O)c1cc(-c2[c-]cccc2)nc2ccccc12,CC(=O)/C=C(/C)[O-],,,4d,0,725,"0,013","0,072",DCE,,,10.1002/ejic.202100189,,
CCOC(=O)c1cc(-c2[c-]cc3ccccc3c2)nc2ccccc12,CCOC(=O)c1cc(-c2[c-]cc3ccccc3c2)nc2ccccc12,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,L1,1,673,"0,003","0,036",CH3CN,,,10.1002/chem.202004146,,
CCOCCOC(=O)c1cc(-c2[c-]cc3ccccc3c2)nc2ccc(OC)cc12,CCOCCOC(=O)c1cc(-c2[c-]cc3ccccc3c2)nc2ccc(OC)cc12,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,L2,1,668,"0,004","0,089",CH3CN,,,10.1002/chem.202004146,,
CCOC(=O)c1cc(-c2[c-]cc3ccccc3c2)nc2ccc(F)cc12,CCOC(=O)c1cc(-c2[c-]cc3ccccc3c2)nc2ccc(F)cc12,c1ccc(-c2ccccn2)nc1,,F[P-](F)(F)(F)(F)F,L3,1,675,"0,003","0,017",CH3CN,,,10.1002/chem.202004146,,
